,Date_InitialTag,Transect,TransectNum,OldTagNum,NewTagNum,Species,Meter,Meters_90,Direction,Size_Class,MaxDiameter,Height,Date_DocumentedDisease,Date_DocumentedMortality,Notes_062019,062019_Condition,062019_Percentage,Notes_052022,052022_Condition,052022_Percentage,Notes_122022,122022_Condition,122022_Percentage,Notes_092023,092023_Condition,092023_Percentage,Notes_112023,112023_Condition,112023_Percentage,Notes_122023,122023_Condition,122023_Percentage,Notes_012024,012024_Condition,012024_Percentage,Notes_022024,022024_Condition,022024_Percentage,Notes_042024,042024_Condition,042024_Percentage,062024_Condition,062024_Percentage,Notes_062024,082024_Condition,082024_Percentage,Notes_082024,122024_Condition,122024_Percentage,Notes_122024,062025_Condition,062025_Percentage,Notes_062025,immune_y/n,checked_colonies
129,12/3/22,LAGOON,3,,74,PSTR,39.9,5.8,L,NA,22,25,5/24/23,9/25/23,,NA,NA,,NA,NA,,Healthy,,Dead,Dead,,NA,Not_Visited,,NA,Not_Visited,,,Not_Visited,,Not visited,Not_Visited,,,Not_Visited,,Not_Visited,,,Not_Visited,,,Not_visited,,,Not_visited,,,n,x
130,12/3/22,LAGOON,3,,75,PSTR,34.5,1.1,L,NA,23,19,Healthy,Healthy,,NA,NA,,NA,NA,5% old mort,Healthy,,30%Pale,CLP,30%,Not Visited ,Not_Visited,,Not Visited ,Not_Visited,,TL - disease or snails? Paling around edges,CLP,10%,Not visited,Not_Visited,,,Healthy,,Not_Visited,,,Not_Visited,,,Healthy,,"60% mortality, predation",Healthy,,,n,help (012024)
131,6/23/19,LAGOON,3,378,378,MMEA,21.9,4.5,left,4,NA,NA,Unknown,5/20/22,,Healthy,NA,Not_found,Dead,NA,,Dead,,,Dead,,Not Visited ,Not_Visited,,Not Visited ,Not_Visited,,,Not_Visited,,Not visited,Not_Visited,,,Not_Visited,,Not_Visited,,,Not_Visited,,,Not_Visited,,,,,,n,x
132,6/23/19,LAGOON,3,12flag,12flag,PAST,10.7,0.9,left,3,NA,NA,NA,5/20/22,temporary_tag,Healthy,NA,Not_found,Not_Visited,NA,,Not_Visited,,,Not_Visited,,Not Visited ,Not_Visited,,Not Visited ,Not_Visited,,,Not_Visited,,Not visited,Not_Visited,,,Not_Visited,,Not_Visited,,,Not_Visited,,,Not_Visited,,,Not_visited,,,n,x
134,12/5/22,CURLEW,4,,28,MCAV,2.9,2.5,L,NA,28,18,Healthy,Healthy,,NA,NA,,NA,NA,,Healthy,,,Healthy,,Healthy ,Healthy,,Healthy ,Healthy,,,Healthy,,Healthy,Healthy,,,Healthy,,Healthy,,,Healthy,,,Healthy,,2% mortality,Healthy,,,y,x
135,12/5/22,CURLEW,4,,30,MCAV,33.3,0.6,L,NA,12,10,Healthy,Healthy,,NA,NA,,NA,NA,left colony sampled,Healthy,,unknown which colony was sampled,Healthy,,10% Pale - NO TAG FOUND; right colony sampled,CLP,10%,Healthy ,Healthy,,,Healthy,,Healthy,Healthy,,,Healthy,,Healthy,,,CLB,5%,5% CLB,CLP,30%,20% mortality,Healthy,,,y,x
136,12/5/22,CURLEW,4,,43,DLAB,36.2,5.7,L,NA,39,25,Healthy,Healthy,,NA,NA,,NA,NA,,Healthy,,,Healthy,,Not Visited ,Not_Visited,,Not Visited ,Not_Visited,,inc old mort,Healthy,,Not visited,Not_Visited,,,Healthy,,Not_Visited,,,Not_Visited,,,CLP,15%,5% mortality,Healthy,,,n,x
137,12/5/22,CURLEW,4,,76,MCAV,19.9,2.3,L,NA,30,25,Healthy,Healthy,,NA,NA,,NA,NA,10% mort,Healthy,,,Healthy,,100% Pale ?,CLP,100%,80% Paling,CLP,80%,Healthy,Healthy,,Healthy,Healthy,,,Healthy,,Healthy,,,Healthy,,,CLP,40%,10% mortality,Healthy,,,y,x
138,12/5/22,CURLEW,4,,77,OFAV,24.6,2.5,R,NA,80,70,Healthy,Healthy,,NA,NA,,NA,NA,10% mort,Healthy,,,Healthy,,Not Visited ,Healthy,,Not Visited ,Not_Visited,,,Healthy,,Not visited,Not_Visited,,,Healthy,,Not_visited,,,Not_Visited,,,Healthy,NA,20% mortality,Healthy,,,n,x
139,12/5/22,CURLEW,4,,78,OFAV,29.4,0.1,L,NA,120,55,Healthy,Healthy,,NA,NA,,NA,NA,,Healthy,,,CLP,20%,50% Pale,CLP,50%,10%CLP - after review: 20%,CLP,20%,5% CLP - after review: 10%,CLP,10%,"5% pale, some small old mortality patches on the top?",CLP,5%,,Healthy,,Healthy,,,Healthy,,,"CLB,CLP","10%,15%",10% mortality,Healthy,,,y,x
140,12/5/22,CURLEW,4,,79,PSTR,14.4,4.3,L,NA,25,17,Healthy,Healthy,,NA,NA,,NA,NA,,Healthy,,,Healthy,,100% Pale ,CLP,100%,10% CLP,CLP,10%,Healthy,Healthy,,Healthy,Healthy,,,Healthy,,Healthy,,,Healthy,,,CLB,80%,5% mortality,Healthy,,,y,x
141,12/5/22,CURLEW,4,,80,PSTR,18.3,3,L,NA,26,18,Healthy,9/26/23,,NA,NA,,NA,NA,,Healthy,,,Dead,,NA,Not_Visited,,NA,Not_Visited,,,Not_Visited,,Not visited,Not_Visited,,,Not_Visited,,Not_Visited,,,Not_Visited,,,Not_visited,,,,,,n,x
142,12/5/22,CURLEW,4,,92,OFAV,15.2,0.1,L,NA,75,70,Healthy,Healthy,,NA,NA,,NA,NA,10% mort,Healthy,,,Diseased,,Not Visited ,Not_Visited,,Not Visited ,Not_Visited,,damsel fish predation,Healthy,,Not visited,Not_Visited,,,Healthy,,Not_visited,,?,Not_Visited,,,CLP,25%,15% mortality,Healthy,,,n,help (diseased 092023)
143,12/5/22,CURLEW,4,,93,DLAB,6.6,2.2,L,NA,65,37,Healthy,Healthy,,NA,NA,,NA,NA,,Healthy,,,Healthy,,Not Visited ,Not_Visited,,Not Visited ,Not_Visited,,,Healthy,,Not visited,Not_Visited,,,Healthy,,Not_visited,,,Not_Visited,,,Healthy ,,20% mortality,Healthy,,,n,x
144,12/5/22,CURLEW,4,,94,MCAV,26.2,1.8,L,NA,35,33,12/5/22,9/26/23,,NA,NA,,NA,NA,80% mort,Diseased,,,Dead,,NA,Not_Visited,,NA,Not_Visited,,,Not_Visited,,Not visited,Not_Visited,,,Not_Visited,,Not_visited,,,Not_Visited,,,Not_visited,,Dead,,,,n,x
145,12/5/22,CURLEW,4,,95,MCAV,27.9,3.8,L,NA,18,10,12/5/22,9/26/23,,NA,NA,,NA,NA,beginning of disease,Diseased,,,Dead,,NA,Not_Visited,,NA,Not_Visited,,,Not_Visited,,Not visited,Not_Visited,,,Not_Visited,,Not_visited,,,Not_Visited,,,Not_visited,,Dead,,,,n,x
146,12/5/22,CURLEW,4,,96,PSTR,25.3,9.5,right,NA,40,30,12/5/22,Could not find 9/26/23,,NA,NA,,NA,NA,no photos,Diseased,,,Dead,,Not Visited ,Not_Visited,,Not Visited ,Not_Visited,,,Not_Visited,,Not visited,Not_Visited,,,Not_Visited,,Not_visited,,,Not_Visited,,,Not_visited,,Dead,,,,n,x
147,12/5/22,CURLEW,4,,97,PSTR,14.6,5.5,L,NA,33,22,12/5/22,9/26/23,,NA,NA,,NA,NA,10% mort,Diseased,,,Dead,,NA,Not_Visited,,NA,Not_Visited,,,Not_Visited,,Not visited,Not_Visited,,,Not_Visited,,Not_visited,,,Not_Visited,,,Not_visited,,Dead,,,,n,x
148,12/5/22,CURLEW,4,,98,PSTR,7.7,6.2,L,NA,48,45,Healthy,Healthy,,NA,NA,,NA,NA,,Healthy,,,Healthy,,100% Bleached ,CLB,100%,20% Bleach 20% Pale ,"CLP,CLB","20%,20%",10% Bleaching,CLB,10%,"10% pale, some damselfish predation",CLP,10%,,Healthy,,Healthy,,,CLP,10%,10% CLP,CLP,100%,,Healthy ,,,y,x
,12/5/22,CURLEW,4,,99,OANN,6.8,4.5,L,NA,75,45,12/5/22,Diseased,,NA,NA,,NA,NA,"50% mort not from disease, 5% from disease",Diseased,,,Diseased,,,Not_Visited,,,Not_Visited,,few polyps left ,Healthy,,,Not_Visited,,,Healthy,,Healthy,,FEW polyps left; sampled wrong coral in april; see colony photos ,Not_Visited,,,Healthy,,,Healthy,,too few polyps left to sample,n,x
149,12/5/22,CURLEW,4,,100,OFAV,17.2,8.5,R,NA,70,85,12/5/22,Diseased,,NA,NA,,NA,NA,no photo ,Diseased,,,Diseased,,Not Visited ,Not_Visited,,Not Visited ,Not_Visited,,,Healthy,,Not visited,Not_Visited,,,Healthy,,Not_visited,,,Not_Visited,,,Healthy,,"95% mortality, parrot",Healthy,,,n,help (diseased 092023)
186,1/13/24,BB,5,,32,OANN,27.3,3.6,L,NA,190,80,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,CLP,10%,Not_visited,Not_visited,,tunicate overgrowth ,CLP,10%,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","10%,20%",30% mortality,Diseased,,,n,x
185,1/13/24,BB,5,,33,OANN,17.4,3.6,R,NA,110,60,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,CLP,10%,Not_visited,Not_visited,,,CLP,5%,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","25%,60%",40% mortality,Healthy,,,n,x
184,1/13/24,BB,5,,34,OANN,2,4,R,NA,130,90,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,CLP,50%,Not_visited,Not_visited,,,CLP,10%,Not_visited,,Not_visited,Not_Visited,,,CLP,10%,15% mortality,CLP,20%,,n,x
183,1/13/24,BB,5,,35,OFAV,2.3,4.5,R,NA,180,100,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,CLP,20%,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","5%,85%",20% mortality,CLP,30%,,n,x
182,1/13/24,BB,5,,36,OFAV,11.2,0.1,L,NA,170,100,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","30%,40%",25%mortality,Healthy,,,n,x
181,1/13/24,BB,5,,37,OFAV,17.1,1.2,L,NA,105,80,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","5%,10%",60% mortality,Healthy,,,n,x
180,1/13/24,BB,5,,38,PAST,20.9,2.2,R,NA,60,30,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","2%,5%",60% mortality,Healthy,,,n,x
179,1/13/24,BB,5,,39,PAST,22.8,2.1,L,NA,24,15,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,CLB,100%,95% mortality,Dead,,,n,x
178,1/13/24,BB,5,,40,PAST,28.7,0.8,R,NA,25,10,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,CLP,70%,10% mortality,Healthy,,,n,x
177,1/13/24,BB,5,,41,OFAV,28.4,1.3,R,NA,100,80,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,CLP,5%,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP,TL","50%,20%,5%",20% mortality,CLP,2%,,n,x
176,1/13/24,BB,5,,42,PAST,37,1.4,R,NA,40,10,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,CLP,100%,5% mortality,Healthy,,,n,x
175,1/13/24,BB,5,,43,OFAV,32.6,0.8,L,NA,80,75,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,5% old mortality ,CLP,5%,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","60%,10%",15% mortality,Healthy,,,n,x
174,1/13/24,BB,5,,44,OANN,24.4,0.2,L,NA,150,100,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,10% old mortality,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","40%,10%",10% mortality,Diseased,,,n,x
173,1/13/24,BB,5,,45,OANN,15,0.7,L,NA,200,120,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","20%,20%",30% mortality,Healthy,,,n,x
172,1/13/24,BB,5,,46,PAST,10,4.6,R,NA,23,10,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,"in OANN colony, damsel predation",Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,CLP,20%,5% mortality,Healthy,,,n,x
171,1/13/24,BB,5,,47,OANN,9,2.4,R,NA,80,50,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,CLP,5%,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","5%,90%",10% mortality,Healthy,,,n,x
170,1/13/24,BB,5,,48,PAST,7.3,0.4,R,NA,30,20,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel predation,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,CLB,95%,10% mortality,Healthy,,,n,x
169,1/13/24,BB,5,,49,OANN,7,0.1,L,NA,120,70,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,damsel fish predation,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","25%,20%",20% mortality,Healthy,,,n,x
168,1/13/24,BB,5,,50,OFAV,4,3.5,L,NA,120,110,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,CLP,15%,10% mortality,Healthy,,,n,x
160,1/13/24,BB,5,,51,SSID,30,0.5,R,NA,85,30,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,Healthy,,5% mortality,Healthy,,,n,x
163,1/13/24,BB,5,,52,PSTR,41,2.5,L,NA,65,55,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,CLP,30%,5% mortality,Healthy,,,n,x
164,1/13/24,BB,5,,53,SSID,41,0,R,NA,95,45,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,Healthy,,5% mortality,Healthy,,,n,x
166,1/13/24,BB,5,,54,MCAV,40,9.5,L,NA,55,5,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,50% old mortality,CLP,40%,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,Healthy,,60% mortality,Healthy,,,n,x
167,1/13/24,BB,5,,55,PSTR,0,0.5,R,NA,55,50,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,40% old mortality,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,CLP,10%,20% mortality,Healthy,,,n,x
151,1/13/24,BB,5,,56,PSTR,-0.5,2.5,L,NA,50,45,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,Healthy,,10% mortality,Healthy,,,n,x
152,1/13/24,BB,5,,57,MCAV,8,5.5,R,NA,50,55,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,DC,50%,Not_visited,Not_visited,,"color of discoloration intensified, bumpy - maybe some growth anomaly",DC,20%,Not_visited,,Not_visited,Not_Visited,,,Healthy,,,Healthy,,,n,x
162,1/13/24,BB,5,,61,MCAV,14,1.5,R,NA,70,70,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,15% old mortality,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,CLP,10%,50% mortality,Healthy,,,n,x
156,1/13/24,BB,5,,62,PSTR,16.5,6,R,NA,18,21,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,damsel fish predation,Healthy,,Not_visited,,Not_visited,Not_Visited,,,Healthy,,5% mortality,Healthy,,,n,x
161,1/13/24,BB,5,,63,SSID,16,5.5,R,NA,35,20,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,Healthy,,3% mortality,Healthy,,,n,x
150,1/13/24,BB,5,,64,MCAV,1.5,0.5,R,NA,140,135,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,10% old mortality,Healthy,,Not_visited,Not_visited,,Not_visited,Not_visited,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","20%,30%",20% mortality,Healthy,,,n,x
154,1/13/24,BB,5,,65,MCAV,13.5,2,L,NA,50,30,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,DC,40%,Not_visited,Not_visited,,color of discoloration intensified ,DC,40%,Not_visited,,Not_visited,Not_Visited,,,Healthy,,10% mortality,Healthy,,,n,x
155,1/13/24,BB,5,,67,SSID,15,3.5,L,NA,40,30,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,Healthy,,5% mortality,Healthy,,,n,x
157,1/13/24,BB,5,,69,MCAV,14,5,L,NA,100,90,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,30% old mortality ,DC,30%,Not_visited,Not_visited,,color of discoloration intensified ,DC,30%,Not_visited,,Not_visited,Not_Visited,,,CLP,5%,40% mortality,Healthy,,,n,help (DC or disease?)
153,1/13/24,BB,5,,70,SSID,12,4.5,R,NA,150,80,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,Healthy,,8% mortality,Healthy,,,n,x
158,1/13/24,BB,5,,71,SSID,13,5,L,NA,60,50,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,Healthy,,30% mortality,Healthy,,,n,x
159,1/13/24,BB,5,,72,PSTR,4,5.5,L,NA,28,30,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,"CLB,CLP","30%,50%",,Healthy,,,n,x
165,1/13/24,BB,5,,73,PSTR,41,10,L,NA,35,40,Healthy,Healthy,,NA,NA,,NA,NA,,NA,,,NA,,,NA,,,NA,,,Healthy,,Not_visited,Not_visited,,,Healthy,,Not_visited,,Not_visited,Not_Visited,,,CLB,20%,5% mortality,Healthy,,,n,x
203,4/29/24,HANGMAN,6,,1,MCAV,4.3,1.5,L,NA,35,60,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,Healthy,,,Healthy,,,n,x
204,4/29/24,HANGMAN,6,,2,SSID,2.7,3.7,L,NA,50,45,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,Healthy,,10% mortality,Healthy,,,n,x
205,4/29/24,HANGMAN,6,,3,PAST,5.5,0.5,L,NA,20,35,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,Healthy,,60% mortality,Healthy,,,n,x
206,4/29/24,HANGMAN,6,,4,MCAV,7.3,2.1,L,NA,45,75,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,Healthy,,,Healthy,,,n,x
207,4/29/24,HANGMAN,6,,5,SSID,7.6,1.1,R,NA,60,70,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,Healthy,,20% mortality,Healthy,,,n,x
208,4/29/24,HANGMAN,6,,6,MCAV,16,0.85,R,NA,33,63,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,CLP,10%,,Healthy,,,n,x
209,4/29/24,HANGMAN,6,,7,MCAV,26.4,1.7,L,NA,70,108,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,CLP,100%,,Healthy,,,n,x
210,4/29/24,HANGMAN,6,,8,SSID,27.3,1,R,NA,30,25,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,Healthy,,1% mortality,Healthy,,,n,x
211,4/29/24,HANGMAN,6,,9,MCAV,30,2.8,R,NA,70,105,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,CLP,70%,10% mortality,Healthy,,,n,x
212,4/29/24,HANGMAN,6,,10,PAST,29.1,2.9,R,NA,11,12,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,30% old mort,Healthy,,not_visited,,,Not_Visited,,,Healthy,,1% mortality,Healthy,,,n,x
213,4/29/24,HANGMAN,6,,11,PAST,29.5,4.3,L,NA,30,30,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,Healthy,,1% mortality,Healthy,,,n,x
214,4/29/24,HANGMAN,6,,12,PAST,28.4,3.4,L,NA,23,12,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,"CLB,CLP","95%,5%",1% mortality,Healthy,,,n,x
215,4/29/24,HANGMAN,6,,13,PAST,11.2,0.1,R,NA,20,15,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,Healthy,,10% mortality,Healthy,,,n,x
216,4/29/24,HANGMAN,6,,14,SSID,33.8,1,L,NA,37,35,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,Healthy ,,5% mortality,Healthy,,,n,x
217,4/29/24,HANGMAN,6,,15,SSID,35.3,1.35,R,NA,32,25,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,Healthy,,not_visited,,,Not_Visited,,,CLP,50%,5% mortality,Healthy,,,n,x
187,4/29/24,HANGMAN,6,,21,OFAV,30,2,L,NA,105,50,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,"20% old mort, parrotfish predation ",CLP,100%,not_visited,,,Not_Visited,,,Healthy,,10% mortality,Healthy,,,n,x
188,4/29/24,HANGMAN,6,,22,PSTR,27.8,2.4,L,NA,60,20,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,5% old mort,Healthy,,not_visited,,,Not_Visited,,,CLP,5%,5% mortality,Healthy,,,n,x
189,4/29/24,HANGMAN,6,,23,PSTR,28.5,4.4,L,NA,35,55,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,5% old mort,Healthy,,not_visited,,,Not_Visited,,,"CLB,CLP","50%,20%",5% mortality,Healthy,,,n,x
190,4/29/24,HANGMAN,6,,24,OANN,26.1,0.9,R,NA,90,75,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,"20% old mort, parrotfish predation",Healthy,,not_visited,,,Not_Visited,,,"CLB,CLP","50%,50%",30% mortality,Healthy,,,n,x
191,4/29/24,HANGMAN,6,,25,PSTR,14.5,2.4,L,NA,40,25,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,"20% old mort, predation?",Healthy,,not_visited,,,Not_Visited,,,CLP,20%,,Healthy,,,n,x
192,4/29/24,HANGMAN,6,,26,OANN,9.8,0.7,L,NA,40,15,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,"15% old mort, parrotfish predation",Healthy,,not_visited,,,Not_Visited,,,CLP,80%,10% mortality,CLP,10%,,n,x
193,4/29/24,HANGMAN,6,,27,PSTR,4.6,3.6,L,NA,70,50,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,10% old mort,CLP,100%,not_visited,,,Not_Visited,,,CLP,100%,3% mortality,CLP,100%,,n,x
194,4/29/24,HANGMAN,6,,28,OANN,5,3.6,L,NA,110,60,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,50% old mort,Healthy,,not_visited,,,Not_Visited,,,Healthy,,20% mortality,Healthy ,,,n,x
195,4/29/24,HANGMAN,6,,29,PSTR,9.2,2.2,L,NA,45,20,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,"10%, octocoral growing through",Healthy,,not_visited,,,Not_Visited,,,CLP,100%,10% mortality,Healthy,,,n,x
196,4/29/24,HANGMAN,6,,30,OFAV,16,5.7,R,NA,55,60,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,15% old mort,Healthy,,not_visited,,,Not_Visited,,,Healthy,,15% mortality,Healthy,,,n,x
197,4/29/24,HANGMAN,6,,31,PSTR,18.1,0.4,L,NA,45,30,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,5% old mort,Healthy,,not_visited,,,Not_Visited,,,CLP,30%,,Healthy,,,n,x
198,4/29/24,HANGMAN,6,,32,OFAV,17.1,0,L,NA,45,25,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,"10% old mort, parrotfish predation",Healthy,,not_visited,,,Not_Visited,,,CLP,10%,10% mortality,Healthy,,,n,x
199,4/29/24,HANGMAN,6,,33,OANN,18.7,4.8,R,NA,50,35,Healthy,Healthy,,,NA,,,NA,,,,,,,,,,,,,,,,,,,25% old mort,Healthy,,not_visited,,,Not_Visited,,,CLP,35%,20% mortality,Healthy,,,n,x
