,Habitat,SiteName,Date,npoints,TimePoint,Label,n,cover,Label_General,Label_Suscep
559,Forereef,South Reef Central,04/12/2022,840,Dec-22,GVEN,6,0.714285714,Octocoral,x
560,Forereef,South Reef Central,04/12/2022,840,Dec-22,Hal_spp,13,1.547619048,Macroalgae,x
561,Forereef,South Reef Central,04/12/2022,840,Dec-22,LSUB_RUB,63,7.5,Rubble,x
562,Forereef,South Reef Central,04/12/2022,840,Dec-22,Lob_spp,0,0,Macroalgae,x
563,Forereef,South Reef Central,04/12/2022,840,Dec-22,MALC,2,0.238095238,All Stony Coral,x
564,Forereef,South Reef Central,04/12/2022,840,Dec-22,MCAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
565,Forereef,South Reef Central,04/12/2022,840,Dec-22,MCOM,0,0,All Stony Coral,x
566,Forereef,South Reef Central,04/12/2022,840,Dec-22,MURI,0,0,Octocoral,x
567,Forereef,South Reef Central,04/12/2022,840,Dec-22,MURO,6,0.714285714,Octocoral,x
568,Forereef,South Reef Central,04/12/2022,840,Dec-22,Macro,68,8.095238095,Macroalgae,x
569,Forereef,South Reef Central,04/12/2022,840,Dec-22,OANN,0,0,All Stony Coral,SCTLD Suscep. Spp.
570,Forereef,South Reef Central,04/12/2022,840,Dec-22,OFAV,5,0.595238095,All Stony Coral,SCTLD Suscep. Spp.
571,Forereef,South Reef Central,04/12/2022,840,Dec-22,Other Inv,0,0,Other Encrusting Invert,x
572,Forereef,South Reef Central,04/12/2022,840,Dec-22,PALY,0,0,Other Encrusting Invert,x
573,Forereef,South Reef Central,04/12/2022,840,Dec-22,PAST,10,1.19047619,All Stony Coral,x
574,Forereef,South Reef Central,04/12/2022,840,Dec-22,PPOR,3,0.357142857,All Stony Coral,x
575,Forereef,South Reef Central,04/12/2022,840,Dec-22,PSEUGORG,0,0,Octocoral,x
576,Forereef,South Reef Central,04/12/2022,840,Dec-22,PSTR,2,0.238095238,All Stony Coral,SCTLD Suscep. Spp.
577,Forereef,South Reef Central,04/12/2022,840,Dec-22,PTER,0,0,Octocoral,x
578,Forereef,South Reef Central,04/12/2022,840,Dec-22,SHAD,6,0.714285714,Unidentified,x
579,Forereef,South Reef Central,04/12/2022,840,Dec-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
580,Forereef,South Reef Central,04/12/2022,840,Dec-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
581,Forereef,South Reef Central,04/12/2022,840,Dec-22,SPONGB,17,2.023809524,Sponge,x
582,Forereef,South Reef Central,04/12/2022,840,Dec-22,SPONGR,1,0.119047619,Sponge,x
583,Forereef,South Reef Central,04/12/2022,840,Dec-22,SPONGV,0,0,Sponge,x
584,Forereef,South Reef Central,04/12/2022,840,Dec-22,SPTU,0,0,Sponge,x
585,Forereef,South Reef Central,04/12/2022,840,Dec-22,SRAD,0,0,All Stony Coral,x
586,Forereef,South Reef Central,04/12/2022,840,Dec-22,SSID,7,0.833333333,All Stony Coral,SCTLD Suscep. Spp.
587,Forereef,South Reef Central,04/12/2022,840,Dec-22,Sand,21,2.5,Sand,x
588,Forereef,South Reef Central,04/12/2022,840,Dec-22,SpgOth,1,0.119047619,Sponge,x
589,Forereef,South Reef Central,04/12/2022,840,Dec-22,TAPE,32,3.80952381,Unidentified,x
590,Forereef,South Reef Central,04/12/2022,840,Dec-22,THAL,0,0,Thalassia,x
591,Forereef,South Reef Central,04/12/2022,840,Dec-22,Tk Tf,85,10.11904762,Turf Algae,x
592,Forereef,South Reef Central,04/12/2022,840,Dec-22,Tn Tf,303,36.07142857,Turf Algae,x
593,Forereef,South Reef Central,04/12/2022,840,Dec-22,Turbin,0,0,Macroalgae,x
594,Forereef,South Reef Central,04/12/2022,840,Dec-22,Unk,2,0.238095238,Unidentified,x
595,Forereef,South Reef Central,21/05/2022,840,May-22,AAGA,7,0.833333333,All Stony Coral,x
596,Forereef,South Reef Central,21/05/2022,840,May-22,ACER,3,0.357142857,All Stony Coral,x
597,Forereef,South Reef Central,21/05/2022,840,May-22,AGAR,0,0,All Stony Coral,x
598,Forereef,South Reef Central,21/05/2022,840,May-22,ALAM,0,0,All Stony Coral,x
599,Forereef,South Reef Central,21/05/2022,840,May-22,ANTI,87,10.35714286,Octocoral,x
600,Forereef,South Reef Central,21/05/2022,840,May-22,ATEN,14,1.666666667,All Stony Coral,x
601,Forereef,South Reef Central,21/05/2022,840,May-22,BRAN-CALC,0,0,Macroalgae,x
602,Forereef,South Reef Central,21/05/2022,840,May-22,BRIA,0,0,Octocoral,x
603,Forereef,South Reef Central,21/05/2022,840,May-22,CCA 1,0,0,Hard Substrate,x
604,Forereef,South Reef Central,21/05/2022,840,May-22,CLIONI,0,0,Sponge,x
605,Forereef,South Reef Central,21/05/2022,840,May-22,CNAT,0,0,All Stony Coral,SCTLD Suscep. Spp.
606,Forereef,South Reef Central,21/05/2022,840,May-22,CYAN,6,0.714285714,Cyanobacteria,x
607,Forereef,South Reef Central,21/05/2022,840,May-22,Cyan red,0,0,Cyanobacteria,x
608,Forereef,South Reef Central,21/05/2022,840,May-22,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
609,Forereef,South Reef Central,21/05/2022,840,May-22,Dicsp,8,0.952380952,Macroalgae,x
610,Forereef,South Reef Central,21/05/2022,840,May-22,ENSP,0,0,Sponge,x
611,Forereef,South Reef Central,21/05/2022,840,May-22,EUNI,0,0,Octocoral,x
612,Forereef,South Reef Central,21/05/2022,840,May-22,GORGO,39,4.642857143,Octocoral,x
613,Forereef,South Reef Central,21/05/2022,840,May-22,GVEN,14,1.666666667,Octocoral,x
614,Forereef,South Reef Central,21/05/2022,840,May-22,Hal_spp,2,0.238095238,Macroalgae,x
615,Forereef,South Reef Central,21/05/2022,840,May-22,LSUB_RUB,73,8.69047619,Rubble,x
616,Forereef,South Reef Central,21/05/2022,840,May-22,Lob_spp,0,0,Macroalgae,x
617,Forereef,South Reef Central,21/05/2022,840,May-22,MALC,4,0.476190476,All Stony Coral,x
618,Forereef,South Reef Central,21/05/2022,840,May-22,MCAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
619,Forereef,South Reef Central,21/05/2022,840,May-22,MCOM,0,0,All Stony Coral,x
620,Forereef,South Reef Central,21/05/2022,840,May-22,MURI,0,0,Octocoral,x
621,Forereef,South Reef Central,21/05/2022,840,May-22,MURO,6,0.714285714,Octocoral,x
622,Forereef,South Reef Central,21/05/2022,840,May-22,Macro,114,13.57142857,Macroalgae,x
623,Forereef,South Reef Central,21/05/2022,840,May-22,OANN,0,0,All Stony Coral,SCTLD Suscep. Spp.
624,Forereef,South Reef Central,21/05/2022,840,May-22,OFAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
625,Forereef,South Reef Central,21/05/2022,840,May-22,Other Inv,1,0.119047619,Other Encrusting Invert,x
626,Forereef,South Reef Central,21/05/2022,840,May-22,PALY,0,0,Other Encrusting Invert,x
627,Forereef,South Reef Central,21/05/2022,840,May-22,PAST,9,1.071428571,All Stony Coral,x
628,Forereef,South Reef Central,21/05/2022,840,May-22,PPOR,6,0.714285714,All Stony Coral,x
629,Forereef,South Reef Central,21/05/2022,840,May-22,PSEUGORG,0,0,Octocoral,x
630,Forereef,South Reef Central,21/05/2022,840,May-22,PSTR,0,0,All Stony Coral,SCTLD Suscep. Spp.
631,Forereef,South Reef Central,21/05/2022,840,May-22,PTER,0,0,Octocoral,x
632,Forereef,South Reef Central,21/05/2022,840,May-22,SHAD,2,0.238095238,Unidentified,x
633,Forereef,South Reef Central,21/05/2022,840,May-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
634,Forereef,South Reef Central,21/05/2022,840,May-22,SINT,1,0.119047619,All Stony Coral,SCTLD Suscep. Spp.
635,Forereef,South Reef Central,21/05/2022,840,May-22,SPONGB,11,1.30952381,Sponge,x
636,Forereef,South Reef Central,21/05/2022,840,May-22,SPONGR,0,0,Sponge,x
637,Forereef,South Reef Central,21/05/2022,840,May-22,SPONGV,0,0,Sponge,x
638,Forereef,South Reef Central,21/05/2022,840,May-22,SPTU,0,0,Sponge,x
639,Forereef,South Reef Central,21/05/2022,840,May-22,SRAD,0,0,All Stony Coral,x
640,Forereef,South Reef Central,21/05/2022,840,May-22,SSID,5,0.595238095,All Stony Coral,SCTLD Suscep. Spp.
641,Forereef,South Reef Central,21/05/2022,840,May-22,Sand,51,6.071428571,Sand,x
642,Forereef,South Reef Central,21/05/2022,840,May-22,SpgOth,1,0.119047619,Sponge,x
643,Forereef,South Reef Central,21/05/2022,840,May-22,TAPE,38,4.523809524,Unidentified,x
644,Forereef,South Reef Central,21/05/2022,840,May-22,THAL,0,0,Thalassia,x
645,Forereef,South Reef Central,21/05/2022,840,May-22,Tk Tf,62,7.380952381,Turf Algae,x
646,Forereef,South Reef Central,21/05/2022,840,May-22,Tn Tf,272,32.38095238,Turf Algae,x
647,Forereef,South Reef Central,21/05/2022,840,May-22,Turbin,0,0,Macroalgae,x
648,Forereef,South Reef Central,21/05/2022,840,May-22,Unk,4,0.476190476,Unidentified,x
649,Forereef,South Reef Central,06/10/2019,840,Oct-19,AAGA,7,0.833333333,All Stony Coral,x
650,Forereef,South Reef Central,06/10/2019,840,Oct-19,ACER,0,0,All Stony Coral,x
651,Forereef,South Reef Central,06/10/2019,840,Oct-19,AGAR,0,0,All Stony Coral,x
652,Forereef,South Reef Central,06/10/2019,840,Oct-19,ALAM,0,0,All Stony Coral,x
653,Forereef,South Reef Central,06/10/2019,840,Oct-19,ANTI,90,10.71428571,Octocoral,x
654,Forereef,South Reef Central,06/10/2019,840,Oct-19,ATEN,18,2.142857143,All Stony Coral,x
655,Forereef,South Reef Central,06/10/2019,840,Oct-19,BRAN-CALC,0,0,Macroalgae,x
656,Forereef,South Reef Central,06/10/2019,840,Oct-19,BRIA,1,0.119047619,Octocoral,x
657,Forereef,South Reef Central,06/10/2019,840,Oct-19,CCA 1,0,0,Hard Substrate,x
658,Forereef,South Reef Central,06/10/2019,840,Oct-19,CLIONI,4,0.476190476,Sponge,x
659,Forereef,South Reef Central,06/10/2019,840,Oct-19,CNAT,0,0,All Stony Coral,SCTLD Suscep. Spp.
660,Forereef,South Reef Central,06/10/2019,840,Oct-19,CYAN,3,0.357142857,Cyanobacteria,x
661,Forereef,South Reef Central,06/10/2019,840,Oct-19,Cyan red,0,0,Cyanobacteria,x
662,Forereef,South Reef Central,06/10/2019,840,Oct-19,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
663,Forereef,South Reef Central,06/10/2019,840,Oct-19,Dicsp,67,7.976190476,Macroalgae,x
664,Forereef,South Reef Central,06/10/2019,840,Oct-19,ENSP,0,0,Sponge,x
665,Forereef,South Reef Central,06/10/2019,840,Oct-19,EUNI,4,0.476190476,Octocoral,x
666,Forereef,South Reef Central,06/10/2019,840,Oct-19,GORGO,13,1.547619048,Octocoral,x
667,Forereef,South Reef Central,06/10/2019,840,Oct-19,GVEN,6,0.714285714,Octocoral,x
668,Forereef,South Reef Central,06/10/2019,840,Oct-19,Hal_spp,13,1.547619048,Macroalgae,x
669,Forereef,South Reef Central,06/10/2019,840,Oct-19,LSUB_RUB,53,6.30952381,Rubble,x
670,Forereef,South Reef Central,06/10/2019,840,Oct-19,Lob_spp,5,0.595238095,Macroalgae,x
671,Forereef,South Reef Central,06/10/2019,840,Oct-19,MALC,3,0.357142857,All Stony Coral,x
672,Forereef,South Reef Central,06/10/2019,840,Oct-19,MCAV,14,1.666666667,All Stony Coral,SCTLD Suscep. Spp.
673,Forereef,South Reef Central,06/10/2019,840,Oct-19,MCOM,0,0,All Stony Coral,x
674,Forereef,South Reef Central,06/10/2019,840,Oct-19,MURI,0,0,Octocoral,x
675,Forereef,South Reef Central,06/10/2019,840,Oct-19,MURO,0,0,Octocoral,x
676,Forereef,South Reef Central,06/10/2019,840,Oct-19,Macro,87,10.35714286,Macroalgae,x
677,Forereef,South Reef Central,06/10/2019,840,Oct-19,OANN,0,0,All Stony Coral,SCTLD Suscep. Spp.
678,Forereef,South Reef Central,06/10/2019,840,Oct-19,OFAV,1,0.119047619,All Stony Coral,SCTLD Suscep. Spp.
679,Forereef,South Reef Central,06/10/2019,840,Oct-19,Other Inv,1,0.119047619,Other Encrusting Invert,x
680,Forereef,South Reef Central,06/10/2019,840,Oct-19,PALY,1,0.119047619,Other Encrusting Invert,x
681,Forereef,South Reef Central,06/10/2019,840,Oct-19,PAST,6,0.714285714,All Stony Coral,x
682,Forereef,South Reef Central,06/10/2019,840,Oct-19,PPOR,2,0.238095238,All Stony Coral,x
683,Forereef,South Reef Central,06/10/2019,840,Oct-19,PSEUGORG,0,0,Octocoral,x
684,Forereef,South Reef Central,06/10/2019,840,Oct-19,PSTR,8,0.952380952,All Stony Coral,SCTLD Suscep. Spp.
685,Forereef,South Reef Central,06/10/2019,840,Oct-19,PTER,0,0,Octocoral,x
686,Forereef,South Reef Central,06/10/2019,840,Oct-19,SHAD,2,0.238095238,Unidentified,x
687,Forereef,South Reef Central,06/10/2019,840,Oct-19,SINT,1,0.119047619,All Stony Coral,SCTLD Suscep. Spp.
688,Forereef,South Reef Central,06/10/2019,840,Oct-19,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
689,Forereef,South Reef Central,06/10/2019,840,Oct-19,SPONGB,18,2.142857143,Sponge,x
690,Forereef,South Reef Central,06/10/2019,840,Oct-19,SPONGR,0,0,Sponge,x
691,Forereef,South Reef Central,06/10/2019,840,Oct-19,SPONGV,1,0.119047619,Sponge,x
692,Forereef,South Reef Central,06/10/2019,840,Oct-19,SPTU,3,0.357142857,Sponge,x
693,Forereef,South Reef Central,06/10/2019,840,Oct-19,SRAD,0,0,All Stony Coral,x
694,Forereef,South Reef Central,06/10/2019,840,Oct-19,SSID,11,1.30952381,All Stony Coral,SCTLD Suscep. Spp.
695,Forereef,South Reef Central,06/10/2019,840,Oct-19,Sand,71,8.452380952,Sand,x
696,Forereef,South Reef Central,06/10/2019,840,Oct-19,SpgOth,3,0.357142857,Sponge,x
697,Forereef,South Reef Central,06/10/2019,840,Oct-19,TAPE,25,2.976190476,Unidentified,x
698,Forereef,South Reef Central,06/10/2019,840,Oct-19,THAL,0,0,Thalassia,x
699,Forereef,South Reef Central,06/10/2019,840,Oct-19,Tk Tf,118,14.04761905,Turf Algae,x
700,Forereef,South Reef Central,06/10/2019,840,Oct-19,Tn Tf,175,20.83333333,Turf Algae,x
701,Forereef,South Reef Central,06/10/2019,840,Oct-19,Turbin,1,0.119047619,Macroalgae,x
702,Forereef,South Reef Central,06/10/2019,840,Oct-19,Unk,4,0.476190476,Unidentified,x
703,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,AAGA,3,0.357142857,All Stony Coral,x
704,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,ACER,0,0,All Stony Coral,x
705,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,AGAR,0,0,All Stony Coral,x
706,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,ALAM,0,0,All Stony Coral,x
707,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,ANTI,5,0.595238095,Octocoral,x
708,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,ATEN,75,8.928571429,All Stony Coral,x
709,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,BRAN-CALC,0,0,Macroalgae,x
710,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,BRIA,0,0,Octocoral,x
711,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,CCA 1,11,1.30952381,Hard Substrate,x
712,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,CLIONI,1,0.119047619,Sponge,x
713,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,CNAT,0,0,All Stony Coral,SCTLD Suscep. Spp.
714,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,CYAN,0,0,Cyanobacteria,x
715,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Cyan red,0,0,Cyanobacteria,x
716,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
717,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Dicsp,0,0,Macroalgae,x
718,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,ENSP,0,0,Sponge,x
719,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,EUNI,0,0,Octocoral,x
720,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,GORGO,11,1.30952381,Octocoral,x
721,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,GVEN,0,0,Octocoral,x
722,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Hal_spp,19,2.261904762,Macroalgae,x
723,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,LSUB_RUB,65,7.738095238,Rubble,x
724,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Lob_spp,0,0,Macroalgae,x
725,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,MALC,14,1.666666667,All Stony Coral,x
726,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,MCAV,6,0.714285714,All Stony Coral,SCTLD Suscep. Spp.
727,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,MCOM,0,0,All Stony Coral,x
728,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,MURI,0,0,Octocoral,x
729,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,MURO,0,0,Octocoral,x
730,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Macro,73,8.69047619,Macroalgae,x
731,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,OANN,12,1.428571429,All Stony Coral,SCTLD Suscep. Spp.
732,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,OFAV,0,0,All Stony Coral,SCTLD Suscep. Spp.
733,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Other Inv,1,0.119047619,Other Encrusting Invert,x
734,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,PALY,0,0,Other Encrusting Invert,x
735,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,PAST,8,0.952380952,All Stony Coral,x
736,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,PPOR,2,0.238095238,All Stony Coral,x
737,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,PSEUGORG,8,0.952380952,Octocoral,x
738,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,PSTR,0,0,All Stony Coral,SCTLD Suscep. Spp.
739,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,PTER,4,0.476190476,Octocoral,x
740,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,SHAD,2,0.238095238,Unidentified,x
741,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
742,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
743,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,SPONGB,0,0,Sponge,x
744,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,SPONGR,0,0,Sponge,x
745,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,SPONGV,1,0.119047619,Sponge,x
746,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,SPTU,60,7.142857143,Sponge,x
747,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,SRAD,0,0,All Stony Coral,x
748,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,SSID,10,1.19047619,All Stony Coral,SCTLD Suscep. Spp.
749,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Sand,60,7.142857143,Sand,x
750,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,SpgOth,23,2.738095238,Sponge,x
751,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,TAPE,68,8.095238095,Unidentified,x
752,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,THAL,0,0,Thalassia,x
753,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Tk Tf,42,5,Turf Algae,x
754,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Tn Tf,248,29.52380952,Turf Algae,x
755,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Turbin,0,0,Macroalgae,x
756,Patch Reef,CBC Lagoon,19/05/2022,840,May-22,Unk,8,0.952380952,Unidentified,x
757,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,AAGA,0,0,All Stony Coral,x
758,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,ACER,0,0,All Stony Coral,x
759,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,AGAR,0,0,All Stony Coral,x
760,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,ALAM,0,0,All Stony Coral,x
761,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,ANTI,2,0.238095238,Octocoral,x
762,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,ATEN,157,18.69047619,All Stony Coral,x
763,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,BRAN-CALC,0,0,Macroalgae,x
764,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,BRIA,1,0.119047619,Octocoral,x
765,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,CCA 1,3,0.357142857,Hard Substrate,x
766,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,CLIONI,6,0.714285714,Sponge,x
767,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,CNAT,0,0,All Stony Coral,SCTLD Suscep. Spp.
768,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,CYAN,0,0,Cyanobacteria,x
769,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Cyan red,10,1.19047619,Cyanobacteria,x
770,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
771,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Dicsp,0,0,Macroalgae,x
772,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,ENSP,0,0,Sponge,x
773,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,EUNI,8,0.952380952,Octocoral,x
774,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,GORGO,6,0.714285714,Octocoral,x
775,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,GVEN,2,0.238095238,Octocoral,x
776,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Hal_spp,30,3.571428571,Macroalgae,x
777,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,LSUB_RUB,46,5.476190476,Rubble,x
778,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Lob_spp,0,0,Macroalgae,x
779,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,MALC,11,1.30952381,All Stony Coral,x
780,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,MCAV,1,0.119047619,All Stony Coral,SCTLD Suscep. Spp.
781,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,MCOM,2,0.238095238,All Stony Coral,x
782,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,MURI,0,0,Octocoral,x
783,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,MURO,0,0,Octocoral,x
784,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Macro,52,6.19047619,Macroalgae,x
785,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,OANN,2,0.238095238,All Stony Coral,SCTLD Suscep. Spp.
786,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,OFAV,1,0.119047619,All Stony Coral,SCTLD Suscep. Spp.
787,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Other Inv,1,0.119047619,Other Encrusting Invert,x
788,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,PALY,2,0.238095238,Other Encrusting Invert,x
789,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,PAST,7,0.833333333,All Stony Coral,x
790,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,PPOR,4,0.476190476,All Stony Coral,x
791,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,PSEUGORG,33,3.928571429,Octocoral,x
792,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,PSTR,0,0,All Stony Coral,SCTLD Suscep. Spp.
793,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,PTER,2,0.238095238,Octocoral,x
794,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,SHAD,11,1.30952381,Unidentified,x
795,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,SINT,0,0,All Stony Coral,SCTLD Suscep. Spp.
796,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,SINT,1,0.119047619,All Stony Coral,SCTLD Suscep. Spp.
797,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,SPONGB,0,0,Sponge,x
798,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,SPONGR,0,0,Sponge,x
799,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,SPONGV,5,0.595238095,Sponge,x
800,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,SPTU,65,7.738095238,Sponge,x
801,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,SRAD,0,0,All Stony Coral,x
802,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,SSID,31,3.69047619,All Stony Coral,SCTLD Suscep. Spp.
803,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Sand,93,11.07142857,Sand,x
804,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,SpgOth,14,1.666666667,Sponge,x
805,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,TAPE,28,3.333333333,Unidentified,x
806,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,THAL,0,0,Thalassia,x
807,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Tk Tf,64,7.619047619,Turf Algae,x
808,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Tn Tf,135,16.07142857,Turf Algae,x
809,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Turbin,0,0,Macroalgae,x
810,Patch Reef,CBC Lagoon,01/10/2019,840,Oct-19,Unk,4,0.476190476,Unidentified,x
811,Patch Reef,Curlew Patch,19/05/2022,800,May-22,AAGA,6,0.75,All Stony Coral,x
812,Patch Reef,Curlew Patch,19/05/2022,800,May-22,ACER,0,0,All Stony Coral,x
813,Patch Reef,Curlew Patch,19/05/2022,800,May-22,AGAR,0,0,All Stony Coral,x
814,Patch Reef,Curlew Patch,19/05/2022,800,May-22,ALAM,0,0,All Stony Coral,x
815,Patch Reef,Curlew Patch,19/05/2022,800,May-22,ANTI,0,0,Octocoral,x
816,Patch Reef,Curlew Patch,19/05/2022,800,May-22,ATEN,37,4.625,All Stony Coral,x
817,Patch Reef,Curlew Patch,19/05/2022,800,May-22,BRAN-CALC,0,0,Macroalgae,x
818,Patch Reef,Curlew Patch,19/05/2022,800,May-22,BRIA,0,0,Octocoral,x
819,Patch Reef,Curlew Patch,19/05/2022,800,May-22,CCA 1,0,0,Hard Substrate,x
820,Patch Reef,Curlew Patch,19/05/2022,800,May-22,CLIONI,0,0,Sponge,x
821,Patch Reef,Curlew Patch,19/05/2022,800,May-22,CNAT,0,0,All Stony Coral,SCTLD Suscep. Spp.
822,Patch Reef,Curlew Patch,19/05/2022,800,May-22,CYAN,0,0,Cyanobacteria,x
823,Patch Reef,Curlew Patch,19/05/2022,800,May-22,Cyan red,0,0,Cyanobacteria,x
824,Patch Reef,Curlew Patch,19/05/2022,800,May-22,DLAB,0,0,All Stony Coral,SCTLD Suscep. Spp.
